Variable_A,Variable_B,n,df,r_rm,CI_95%,p_val,p_adj,is_significant
Glycerol-3-P,MMP-2,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
2-Aminoheptanedioic acid,MMP-2,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Campesterol,MMP-2,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Erythritol,MMP-2,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
2-Aminoadipic acid,MMP-3,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
2-Aminoheptanedioic acid,MMP-3,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
D-(-)-Ribofuranose,MMP-3,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Cholesterol,Osteocalcin,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Doconexent,Osteocalcin,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Nonanoic acid,Osteocalcin,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Cholesterol,Osteopontin,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Glutamic Acid,Osteopontin,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
1-Monooleoylglycerol,Osteopontin,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Diethanolamine,Osteopontin,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Oxalic acid,Osteopontin,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
"1,3-Dioxolane-2-methanol",Pentraxin-3,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Diethanolamine,Pentraxin-3,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Ethyl alpha-D-glucopyranoside,Pentraxin-3,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Oxalic acid,Pentraxin-3,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Palmitelaidic acid,Pentraxin-3,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Arachidonic acid,sTNF-R1,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Glycerol-3-P,sTNF-R1,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
1-Ethyl-1-tetradecyloxy-1-silacyclohexane,sTNF-R1,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
"9-Hexadecenoic acid, (Z)-",sTNF-R1,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
beta-Alanine,sTNF-R1,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Campesterol,sTNF-R1,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
L-Proline,sTNF-R1,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Ascorbic Acid,sTNF-R2,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Cholesterol,sTNF-R2,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
2-Keto-3-methylvaleric acid,sTNF-R2,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Diethanolamine,sTNF-R2,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Doconexent,sTNF-R2,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Glycerol-3-P,TWEAK/TNFSF12,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
2-Aminoheptanedioic acid,TWEAK/TNFSF12,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Campesterol,TWEAK/TNFSF12,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Erythritol,TWEAK/TNFSF12,30,29,-0.133333333,"[-0.47, 0.23]",0.474569513,0.838798936,FALSE
Citric acid,IL-10,30,29,-0.137931034,"[-0.47, 0.23]",0.4593265,0.838798936,FALSE
"11-Eicosenoic acid, (E)-",IL-10,30,29,-0.137931034,"[-0.47, 0.23]",0.4593265,0.838798936,FALSE
2-OH-Butanoic Acid,sCD163,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Arginine [-NH3],sCD163,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Glyceraldehyde-3-P(MOX),sCD163,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Leucine,sCD163,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Methionine,sCD163,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
1-Ethyl-1-tetradecyloxy-1-silacyclohexane,sCD163,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Erythritol,sCD163,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Methyl galactoside,sCD163,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Glutamic Acid,IL-12(p40),30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Glycerol-3-P,IL-12(p40),30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Tryptophan,IL-12(p40),30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
"1,3-Dioxolane-2-methanol",IL-12(p40),30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
"2,3-Butanediol",IL-12(p40),30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Dodecanoic acid,IL-12(p40),30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Palmitelaidic acid,IL-12(p40),30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
"2,3-Butanediol",IL-19,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Lysine,IL-20,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Ornithine,IL-20,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Lactic Acid.1,IL-20,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Glutamic Acid,IL-19,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Linoleic Acid,IL-19,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
2-Aminoheptanedioic acid,IL-19,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Arginine [-NH3],IL-20,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Glutamic Acid,IL-20,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Glycerol-3-P,IL-20,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Linoleic Acid,IL-20,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Doconexent,IL-20,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Erythritol,IL-20,30,29,-0.138013112,"[-0.47, 0.23]",0.459056767,0.838798936,FALSE
Decanoic acid,IL-26,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
Ornithine,IL-26,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
L-Alanine,IL-26,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
Glycerol-3-P,IL-11,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
Linoleic Acid,IL-11,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
Tryptophan,IL-11,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
1-Monooleoylglycerol,IL-11,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
beta-D-Xylopyranose,IL-11,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
Diethanolamine,IL-11,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
L-Norvaline,IL-11,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
Methyl galactoside,IL-11,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
Glutamic Acid,IL-26,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
Linoleic Acid,IL-26,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
Lysine,IL-26,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
Methionine,IL-26,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
Proline,IL-26,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
Stearic Acid,IL-26,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
1-Monooleoylglycerol,IL-26,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
"2-Ethyl-3-hydroxypropionic acid, di-",IL-26,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
2-Keto-3-methylvaleric acid,IL-26,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
"9-Hexadecenoic acid, (Z)-",IL-26,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
Ethyl alpha-D-glucopyranoside,IL-26,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
L-Aspartic acid,IL-26,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
Glyceric acid,IL-26,30,29,-0.141421356,"[-0.47, 0.22]",0.447930711,0.838798936,FALSE
Citric acid,APRIL/TNFSF13,30,29,-0.142948338,"[-0.47, 0.22]",0.442993455,0.838798936,FALSE
DL-Ornithine,APRIL/TNFSF13,30,29,-0.142948338,"[-0.47, 0.22]",0.442993455,0.838798936,FALSE
1-Heptadecanol,APRIL/TNFSF13,30,29,-0.142948338,"[-0.47, 0.22]",0.442993455,0.838798936,FALSE
Leucine,IFN-a2,30,29,-0.143222975,"[-0.47, 0.22]",0.442108598,0.838798936,FALSE
Ornithine,IFN-a2,30,29,-0.143222975,"[-0.47, 0.22]",0.442108598,0.838798936,FALSE
Serine,IFN-a2,30,29,-0.143222975,"[-0.47, 0.22]",0.442108598,0.838798936,FALSE
"1,3-Dioxolane-2-methanol",IFN-a2,30,29,-0.143222975,"[-0.47, 0.22]",0.442108598,0.838798936,FALSE
2-Aminoheptanedioic acid,IFN-a2,30,29,-0.143222975,"[-0.47, 0.22]",0.442108598,0.838798936,FALSE
Doconexent,IFN-a2,30,29,-0.143222975,"[-0.47, 0.22]",0.442108598,0.838798936,FALSE
Palmitelaidic acid,IFN-a2,30,29,-0.143222975,"[-0.47, 0.22]",0.442108598,0.838798936,FALSE
"2,3-Butanediol",IL-35,30,29,-0.143222975,"[-0.47, 0.22]",0.442108598,0.838798936,FALSE
Arachidonic acid.1,IL-35,30,29,-0.143222975,"[-0.47, 0.22]",0.442108598,0.838798936,FALSE
L-Norvaline,IL-35,30,29,-0.143222975,"[-0.47, 0.22]",0.442108598,0.838798936,FALSE
Glutamic Acid,IFN-a2,30,29,-0.143222975,"[-0.47, 0.22]",0.442108598,0.838798936,FALSE
Phenylalanine,IFN-a2,30,29,-0.143222975,"[-0.47, 0.22]",0.442108598,0.838798936,FALSE
Erythritol,IFN-a2,30,29,-0.143222975,"[-0.47, 0.22]",0.442108598,0.838798936,FALSE
L-Proline,IFN-a2,30,29,-0.143222975,"[-0.47, 0.22]",0.442108598,0.838798936,FALSE
Linoleic Acid,IL-35,30,29,-0.143222975,"[-0.47, 0.22]",0.442108598,0.838798936,FALSE
"11-Eicosenoic acid, (E)-",IL-11,30,29,-0.14383899,"[-0.47, 0.22]",0.440127335,0.838798936,FALSE
1H-Indole-3-Acetic Acid,IL-11,30,29,-0.14383899,"[-0.47, 0.22]",0.440127335,0.838798936,FALSE
Indole-3-Latic Acid,IL-26,30,29,-0.14383899,"[-0.47, 0.22]",0.440127335,0.838798936,FALSE
4-Aminobutanoic acid,IL-26,30,29,-0.14383899,"[-0.47, 0.22]",0.440127335,0.838798936,FALSE
beta-D-Xylopyranose,IL-28A/IFN-lambda2,30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
Dodecanoic acid,IL-28A/IFN-lambda2,30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
Lactic Acid.1,IL-28A/IFN-lambda2,30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
1-Ethyl-1-tetradecyloxy-1-silacyclohexane,IL-12(p70),30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
beta-D-Xylopyranose,IL-12(p70),30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
Palmitelaidic acid,IL-12(p70),30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
Glycerol-3-P,IL-28A/IFN-lambda2,30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
Palmitic Acid,IL-28A/IFN-lambda2,30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
"9-Hexadecenoic acid, (Z)-",IL-28A/IFN-lambda2,30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
Campesterol,IL-28A/IFN-lambda2,30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
Diethanolamine,IL-28A/IFN-lambda2,30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
Doconexent,IL-28A/IFN-lambda2,30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
Erythritol,IL-28A/IFN-lambda2,30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
Glyceric acid,IL-28A/IFN-lambda2,30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
Nonanoic acid,IL-28A/IFN-lambda2,30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
1-Ethyl-1-tetradecyloxy-1-silacyclohexane,IL-29/IFN-lambda1,30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
"1,3-Dioxolane-2-methanol",IL-29/IFN-lambda1,30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
Doconexent,IL-29/IFN-lambda1,30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
Diethanolamine,IL-12(p70),30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
Glyceric acid,IL-12(p70),30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
Linoleic Acid,IL-29/IFN-lambda1,30,29,-0.155699789,"[-0.48, 0.21]",0.402933515,0.838798936,FALSE
Glycine,IL-28A/IFN-lambda2,30,29,-0.158361516,"[-0.49, 0.21]",0.394839333,0.838798936,FALSE
1-Heptadecanol,IL-28A/IFN-lambda2,30,29,-0.158361516,"[-0.49, 0.21]",0.394839333,0.838798936,FALSE
Asparagine,sTNF-R1,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
Glycine,Chitinase 3-like1,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
Alanine,IL-10,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
1-Monopalmitin,IL-10,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
D-(-)-Ribofuranose,IL-10,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
Dodecanoic acid,IL-10,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
Indole-3-Propionic Acid,Osteopontin,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
"11-Eicosenoic acid, (E)-",Osteopontin,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
4-Aminobutanoic acid,sTNF-R2,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
Arginine [-NH3],TSLP,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
Lysine,TSLP,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
Erythritol,TSLP,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
L-Norvaline,TSLP,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
L-Proline,TSLP,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
L-(+)-Erythrulose,IL-10,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
1-Heptadecanol,MMP-2,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
1-Heptadecanol,MMP-3,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
4-Aminobutanoic acid,Pentraxin-3,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
1-Heptadecanol,TWEAK/TNFSF12,30,29,-0.169515876,"[-0.49, 0.20]",0.361947182,0.838798936,FALSE
1H-Indole-3-Acetic Acid,IL-12(p40),30,29,-0.175465602,"[-0.50, 0.19]",0.345089436,0.838798936,FALSE
Citric acid,IL-19,30,29,-0.175465602,"[-0.50, 0.19]",0.345089436,0.838798936,FALSE
1-Monopalmitin,APRIL/TNFSF13,30,29,-0.175682092,"[-0.50, 0.19]",0.344485129,0.838798936,FALSE
L-Norvaline,APRIL/TNFSF13,30,29,-0.175682092,"[-0.50, 0.19]",0.344485129,0.838798936,FALSE
Dodecanoic acid,MMP-1,30,29,-0.175682092,"[-0.50, 0.19]",0.344485129,0.838798936,FALSE
1-Monooleoylglycerol,APRIL/TNFSF13,30,29,-0.175682092,"[-0.50, 0.19]",0.344485129,0.838798936,FALSE
"2-Ethyl-3-hydroxypropionic acid, di-",APRIL/TNFSF13,30,29,-0.175682092,"[-0.50, 0.19]",0.344485129,0.838798936,FALSE
Erythritol,APRIL/TNFSF13,30,29,-0.175682092,"[-0.50, 0.19]",0.344485129,0.838798936,FALSE
Linoleic Acid,MMP-1,30,29,-0.175682092,"[-0.50, 0.19]",0.344485129,0.838798936,FALSE
1-Monooleoylglycerol,MMP-1,30,29,-0.175682092,"[-0.50, 0.19]",0.344485129,0.838798936,FALSE
"9-Hexadecenoic acid, (Z)-",MMP-1,30,29,-0.175682092,"[-0.50, 0.19]",0.344485129,0.838798936,FALSE
Campesterol,MMP-1,30,29,-0.175682092,"[-0.50, 0.19]",0.344485129,0.838798936,FALSE
1H-Indole-3-Acetic Acid,MMP-1,30,29,-0.178685422,"[-0.50, 0.19]",0.336167794,0.838798936,FALSE
1-Heptadecanol,IL-35,30,29,-0.18208926,"[-0.50, 0.18]",0.326890699,0.838798936,FALSE
1-Ethyl-1-tetradecyloxy-1-silacyclohexane,IFN-y,30,29,-0.190346747,"[-0.51, 0.18]",0.305047301,0.838798936,FALSE
D-(-)-Ribofuranose,IFN-y,30,29,-0.190346747,"[-0.51, 0.18]",0.305047301,0.838798936,FALSE
Phenylalanine,IFN-y,30,29,-0.190346747,"[-0.51, 0.18]",0.305047301,0.838798936,FALSE
Doconexent,IFN-y,30,29,-0.190346747,"[-0.51, 0.18]",0.305047301,0.838798936,FALSE
4-Aminobutanoic acid,IL-28A/IFN-lambda2,30,29,-0.197951896,"[-0.52, 0.17]",0.285761781,0.82362506,FALSE
1-Heptadecanol,IL-12(p70),30,29,-0.197951896,"[-0.52, 0.17]",0.285761781,0.82362506,FALSE
2-Keto-3-methylvaleric acid,BAFF/TNFSF13B,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
"2,3-Butanediol",BAFF/TNFSF13B,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Diethanolamine,BAFF/TNFSF13B,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Doconexent,BAFF/TNFSF13B,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Alanine,sCD30/TNFRSF8,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Arginine [-NH3],sCD30/TNFRSF8,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Valine,sCD30/TNFRSF8,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
1-Ethyl-1-tetradecyloxy-1-silacyclohexane,sCD30/TNFRSF8,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
1-Monopalmitin,sCD30/TNFRSF8,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Butanoic acid,sCD30/TNFRSF8,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Glycolic acid,sCD30/TNFRSF8,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Lactic Acid.1,sCD30/TNFRSF8,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Alanine,Chitinase 3-like1,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Arginine [-NH3],Chitinase 3-like1,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Cysteine,Chitinase 3-like1,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Leucine,Chitinase 3-like1,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
1-Monopalmitin,Chitinase 3-like1,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
2-Aminoadipic acid,Chitinase 3-like1,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
2-Aminoheptanedioic acid,Chitinase 3-like1,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
D-(-)-Ribofuranose,Chitinase 3-like1,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Erythritol,Chitinase 3-like1,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Lactic Acid.1,Chitinase 3-like1,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Decanoic acid,gp130/sIL-6Rb,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Glutamic Acid,gp130/sIL-6Rb,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Lysine,gp130/sIL-6Rb,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Serine,gp130/sIL-6Rb,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
"1,3-Dioxolane-2-methanol",gp130/sIL-6Rb,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Diethanolamine,gp130/sIL-6Rb,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
L-Norvaline,gp130/sIL-6Rb,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Nonanoic acid,gp130/sIL-6Rb,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Serine,sIL-6Ra,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Tryptophan,sIL-6Ra,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
"2,3-Butanediol",sIL-6Ra,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Doconexent,sIL-6Ra,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Ethyl alpha-D-glucopyranoside,sIL-6Ra,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
L-Aspartic acid,sIL-6Ra,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Nonanoic acid,sIL-6Ra,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
1-Monooleoylglycerol,MMP-2,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
"1,3-Dioxolane-2-methanol",MMP-2,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Diethanolamine,MMP-2,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Dodecanoic acid,MMP-2,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Palmitelaidic acid,MMP-2,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Lysine,MMP-3,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
1-Monooleoylglycerol,MMP-3,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
"2,3-Butanediol",MMP-3,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Diethanolamine,MMP-3,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Nonanoic acid,MMP-3,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
1-Monopalmitin,Osteocalcin,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
2-Aminoheptanedioic acid,Osteocalcin,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Arachidonic acid.1,Osteocalcin,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
beta-D-Xylopyranose,Osteocalcin,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Erythritol,Osteocalcin,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Lactic Acid.1,Osteocalcin,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Cysteine,Osteopontin,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Glycerol-3-P,Osteopontin,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
1-Ethyl-1-tetradecyloxy-1-silacyclohexane,Osteopontin,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
1-Monopalmitin,Osteopontin,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
2-Aminoheptanedioic acid,Osteopontin,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Butanoic acid,Osteopontin,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
D-(-)-Ribofuranose,Osteopontin,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
Glycolic acid,Osteopontin,30,29,-0.2,"[-0.52, 0.17]",0.280704648,0.813039725,FALSE
